1,Computer Science,1
1,Computer Science,1
1,Mathematics,0
1,Computer Science,1
1,Computer Science,2
1,Computer Science,2
1,Computer Science,2
1,Computer Science,2
1,Computer Science,2
1,Computer Science,3
1,EE,1
3,Computer Science,1
cq,EE,2
cq,Mathematics,2
cq,Computer Science,1
cq,Computer Science,2
cq,Computer Science,1
3,Computer Science,1
cq,Computer Science,2
cq,Computer Science,2
1,Mathematics,0
1,Mathematics,1
cpt,Mathematics,0
1,Mathematics,1
cq,Computer Science,1
